country,hazard,rp,income_cat,fa,v,shew
Albania,wind,50.0,nonpoor,0.0,0.35149999999999987,0.0
Albania,wind,50.0,poor,0.0,0.6999999999999998,0.0
Albania,wind,100.0,nonpoor,0.0,0.35149999999999987,0.0
Albania,wind,100.0,poor,0.0,0.6999999999999998,0.0
Albania,wind,250.0,nonpoor,0.0,0.35149999999999987,0.0
Albania,wind,250.0,poor,0.0,0.6999999999999998,0.0
Albania,wind,500.0,nonpoor,0.0,0.35149999999999987,0.0
Albania,wind,500.0,poor,0.0,0.6999999999999998,0.0
Albania,wind,1000.0,nonpoor,0.0,0.35149999999999987,0.0
Albania,wind,1000.0,poor,0.0,0.6999999999999998,0.0
Albania,wind,1500.0,nonpoor,0.0,0.35149999999999987,0.0
Albania,wind,1500.0,poor,0.0,0.6999999999999998,0.0
Albania,wind,2000.0,nonpoor,0.0,0.35149999999999987,0.0
Albania,wind,2000.0,poor,0.0,0.6999999999999998,0.0
Algeria,earthquake,1.0,nonpoor,0.0058813732966922,0.10000000000000002,0.0
Algeria,earthquake,1.0,poor,0.0058813732966922,0.5394682,0.0
Algeria,earthquake,20.0,nonpoor,0.0231439972438902,0.10000000000000002,0.0
Algeria,earthquake,20.0,poor,0.0231439972438902,0.5394682,0.0
Algeria,earthquake,50.0,nonpoor,0.0446361784620015,0.10000000000000002,0.0
Algeria,earthquake,50.0,poor,0.0446361784620015,0.5394682,0.0
Algeria,earthquake,100.0,nonpoor,0.0689421514522823,0.10000000000000002,0.0
Algeria,earthquake,100.0,poor,0.0689421514522823,0.5394682,0.0
Algeria,earthquake,250.0,nonpoor,0.1130557139590401,0.10000000000000002,0.0
Algeria,earthquake,250.0,poor,0.1130557139590401,0.5394682,0.0
Algeria,earthquake,500.0,nonpoor,0.1531474669263937,0.10000000000000002,0.0
Algeria,earthquake,500.0,poor,0.1531474669263937,0.5394682,0.0
Algeria,earthquake,1000.0,nonpoor,0.1980368765030384,0.10000000000000002,0.0
Algeria,earthquake,1000.0,poor,0.1980368765030384,0.5394682,0.0
Algeria,earthquake,1500.0,nonpoor,0.2259693999893744,0.10000000000000002,0.0
Algeria,earthquake,1500.0,poor,0.2259693999893744,0.5394682,0.0
Algeria,earthquake,2000.0,nonpoor,-3.0432093253130367e-15,0.10000000000000002,0.0
Algeria,earthquake,2000.0,poor,-3.0432093253130367e-15,0.5394682,0.0
Algeria,flood,1.0,nonpoor,0.0006639089209456,0.10000000000000002,0.6000000000000001
Algeria,flood,1.0,poor,0.0007371079525887,0.5394682,0.6000000000000001
Algeria,flood,20.0,nonpoor,0.0056013967237684,0.10000000000000002,0.6000000000000001
Algeria,flood,20.0,poor,0.0062189766403701,0.5394682,0.6000000000000001
Algeria,flood,50.0,nonpoor,0.0133417992679317,0.10000000000000002,0.6000000000000001
Algeria,flood,50.0,poor,0.014812794393887,0.5394682,0.6000000000000001
Algeria,flood,100.0,nonpoor,0.0187506689549055,0.10000000000000002,0.6000000000000001
Algeria,flood,100.0,poor,0.0208180170004846,0.5394682,0.6000000000000001
Algeria,flood,250.0,nonpoor,0.0399153489606001,0.10000000000000002,0.6000000000000001
Algeria,flood,250.0,poor,0.0443162009441084,0.5394682,0.6000000000000001
Algeria,flood,500.0,nonpoor,0.0496899489035767,0.10000000000000002,0.6000000000000001
Algeria,flood,500.0,poor,0.0551684957755729,0.5394682,0.6000000000000001
Algeria,flood,1000.0,nonpoor,0.0584312297477757,0.10000000000000002,0.6000000000000001
Algeria,flood,1000.0,poor,0.0648735432945809,0.5394682,0.6000000000000001
Algeria,flood,1500.0,nonpoor,0.0613307044665371,0.10000000000000002,0.6000000000000001
Algeria,flood,1500.0,poor,0.0680926985222059,0.5394682,0.6000000000000001
Algeria,flood,2000.0,nonpoor,-3.721939446221343e-16,0.10000000000000002,0.6000000000000001
Algeria,flood,2000.0,poor,-4.1323004983211043e-16,0.5394682,0.6000000000000001
Algeria,surge,1.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,surge,1.0,poor,0.0,0.5394682,0.6000000000000001
Algeria,surge,20.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,surge,20.0,poor,0.0,0.5394682,0.6000000000000001
Algeria,surge,50.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,surge,50.0,poor,0.0,0.5394682,0.6000000000000001
Algeria,surge,100.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,surge,100.0,poor,0.0,0.5394682,0.6000000000000001
Algeria,surge,250.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,surge,250.0,poor,0.0,0.5394682,0.6000000000000001
Algeria,surge,500.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,surge,500.0,poor,0.0,0.5394682,0.6000000000000001
Algeria,surge,1000.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,surge,1000.0,poor,0.0,0.5394682,0.6000000000000001
Algeria,surge,1500.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,surge,1500.0,poor,0.0,0.5394682,0.6000000000000001
Algeria,surge,2000.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,surge,2000.0,poor,0.0,0.5394682,0.6000000000000001
Algeria,tsunami,1.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,tsunami,1.0,poor,0.0,0.5394682,0.6000000000000001
Algeria,tsunami,20.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,tsunami,20.0,poor,0.0,0.5394682,0.6000000000000001
Algeria,tsunami,50.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,tsunami,50.0,poor,0.0,0.5394682,0.6000000000000001
Algeria,tsunami,100.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,tsunami,100.0,poor,0.0,0.5394682,0.6000000000000001
Algeria,tsunami,250.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,tsunami,250.0,poor,0.0,0.5394682,0.6000000000000001
Algeria,tsunami,500.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,tsunami,500.0,poor,0.0,0.5394682,0.6000000000000001
Algeria,tsunami,1000.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,tsunami,1000.0,poor,0.0,0.5394682,0.6000000000000001
Algeria,tsunami,1500.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,tsunami,1500.0,poor,0.0,0.5394682,0.6000000000000001
Algeria,tsunami,2000.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,tsunami,2000.0,poor,0.0,0.5394682,0.6000000000000001
Algeria,wind,1.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,wind,1.0,poor,0.0,0.5394682,0.6000000000000001
Algeria,wind,20.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,wind,20.0,poor,0.0,0.5394682,0.6000000000000001
Algeria,wind,50.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,wind,50.0,poor,0.0,0.5394682,0.6000000000000001
Algeria,wind,100.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,wind,100.0,poor,0.0,0.5394682,0.6000000000000001
Algeria,wind,250.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,wind,250.0,poor,0.0,0.5394682,0.6000000000000001
Algeria,wind,500.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,wind,500.0,poor,0.0,0.5394682,0.6000000000000001
Algeria,wind,1000.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,wind,1000.0,poor,0.0,0.5394682,0.6000000000000001
Algeria,wind,1500.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,wind,1500.0,poor,0.0,0.5394682,0.6000000000000001
Algeria,wind,2000.0,nonpoor,0.0,0.10000000000000002,0.6000000000000001
Algeria,wind,2000.0,poor,0.0,0.5394682,0.6000000000000001
Angola,earthquake,1.0,nonpoor,1.997619046331152e-05,0.6,0.0
Angola,earthquake,1.0,poor,1.997619046331152e-05,0.6999999999999997,0.0
Angola,earthquake,20.0,nonpoor,0.0001032240516518,0.6,0.0
Angola,earthquake,20.0,poor,0.0001032240516518,0.6999999999999997,0.0
Angola,earthquake,50.0,nonpoor,0.0003343296713808,0.6,0.0
Angola,earthquake,50.0,poor,0.0003343296713808,0.6999999999999997,0.0
Angola,earthquake,100.0,nonpoor,0.000636876460373,0.6,0.0
Angola,earthquake,100.0,poor,0.000636876460373,0.6999999999999997,0.0
Angola,earthquake,250.0,nonpoor,0.0015647678674556,0.6,0.0
Angola,earthquake,250.0,poor,0.0015647678674556,0.6999999999999997,0.0
Angola,earthquake,500.0,nonpoor,0.0031209102919031,0.6,0.0
Angola,earthquake,500.0,poor,0.0031209102919031,0.6999999999999997,0.0
Angola,earthquake,1000.0,nonpoor,0.005998714347718,0.6,0.0
Angola,earthquake,1000.0,poor,0.005998714347718,0.6999999999999997,0.0
Angola,earthquake,1500.0,nonpoor,0.0084578093983768,0.6,0.0
Angola,earthquake,1500.0,poor,0.0084578093983768,0.6999999999999997,0.0
Angola,earthquake,2000.0,nonpoor,1.1193035312247113e-17,0.6,0.0
Angola,earthquake,2000.0,poor,1.1193035312247113e-17,0.6999999999999997,0.0
Angola,flood,1.0,nonpoor,0.0004329130722354,0.6,0.0
Angola,flood,1.0,poor,0.0022400272728514,0.6999999999999997,0.0
Angola,flood,20.0,nonpoor,0.0058503993136652,0.6,0.0
Angola,flood,20.0,poor,0.0302717909441027,0.6999999999999997,0.0
Angola,flood,50.0,nonpoor,0.0103096886662097,0.6,0.0
Angola,flood,50.0,poor,0.0533455450251584,0.6999999999999997,0.0
Angola,flood,100.0,nonpoor,0.0114396446850664,0.6,0.0
Angola,flood,100.0,poor,0.0591922899300685,0.6999999999999997,0.0
Angola,flood,250.0,nonpoor,0.012665049216609,0.6,0.0
Angola,flood,250.0,poor,0.0655329152125459,0.6999999999999997,0.0
Angola,flood,500.0,nonpoor,0.0146881720407742,0.6,0.0
Angola,flood,500.0,poor,0.0760011837706117,0.6999999999999997,0.0
Angola,flood,1000.0,nonpoor,0.0176231619060005,0.6,0.0
Angola,flood,1000.0,poor,0.0911877368347186,0.6999999999999997,0.0
Angola,flood,1500.0,nonpoor,0.019319545520542,0.6,0.0
Angola,flood,1500.0,poor,0.0999653548035385,0.6999999999999997,0.0
Angola,flood,2000.0,nonpoor,-1.952065358455896e-16,0.6,0.0
Angola,flood,2000.0,poor,-1.0100595065771796e-15,0.6999999999999997,0.0
Angola,surge,1.0,nonpoor,0.0,0.6,0.0
Angola,surge,1.0,poor,0.0,0.6999999999999997,0.0
Angola,surge,20.0,nonpoor,0.0,0.6,0.0
Angola,surge,20.0,poor,0.0,0.6999999999999997,0.0
Angola,surge,50.0,nonpoor,0.0,0.6,0.0
Angola,surge,50.0,poor,0.0,0.6999999999999997,0.0
Angola,surge,100.0,nonpoor,0.0,0.6,0.0
Angola,surge,100.0,poor,0.0,0.6999999999999997,0.0
Angola,surge,250.0,nonpoor,0.0,0.6,0.0
Angola,surge,250.0,poor,0.0,0.6999999999999997,0.0
Angola,surge,500.0,nonpoor,0.0,0.6,0.0
Angola,surge,500.0,poor,0.0,0.6999999999999997,0.0
Angola,surge,1000.0,nonpoor,0.0,0.6,0.0
Angola,surge,1000.0,poor,0.0,0.6999999999999997,0.0
Angola,surge,1500.0,nonpoor,0.0,0.6,0.0
Angola,surge,1500.0,poor,0.0,0.6999999999999997,0.0
Angola,surge,2000.0,nonpoor,0.0,0.6,0.0
Angola,surge,2000.0,poor,0.0,0.6999999999999997,0.0
Angola,tsunami,1.0,nonpoor,0.0,0.6,0.0
Angola,tsunami,1.0,poor,0.0,0.6999999999999997,0.0
Angola,tsunami,20.0,nonpoor,0.0,0.6,0.0
Angola,tsunami,20.0,poor,0.0,0.6999999999999997,0.0
Angola,tsunami,50.0,nonpoor,0.0,0.6,0.0
Angola,tsunami,50.0,poor,0.0,0.6999999999999997,0.0
Angola,tsunami,100.0,nonpoor,0.0,0.6,0.0
Angola,tsunami,100.0,poor,0.0,0.6999999999999997,0.0
Angola,tsunami,250.0,nonpoor,0.0,0.6,0.0
Angola,tsunami,250.0,poor,0.0,0.6999999999999997,0.0
Angola,tsunami,500.0,nonpoor,0.0,0.6,0.0
Angola,tsunami,500.0,poor,0.0,0.6999999999999997,0.0
Angola,tsunami,1000.0,nonpoor,0.0,0.6,0.0
Angola,tsunami,1000.0,poor,0.0,0.6999999999999997,0.0
Angola,tsunami,1500.0,nonpoor,0.0,0.6,0.0
Angola,tsunami,1500.0,poor,0.0,0.6999999999999997,0.0
Angola,tsunami,2000.0,nonpoor,0.0,0.6,0.0
Angola,tsunami,2000.0,poor,0.0,0.6999999999999997,0.0
Angola,wind,1.0,nonpoor,0.0,0.6,0.0
Angola,wind,1.0,poor,0.0,0.6999999999999997,0.0
Angola,wind,20.0,nonpoor,0.0,0.6,0.0
Angola,wind,20.0,poor,0.0,0.6999999999999997,0.0
Angola,wind,50.0,nonpoor,0.0,0.6,0.0
Angola,wind,50.0,poor,0.0,0.6999999999999997,0.0
Angola,wind,100.0,nonpoor,0.0,0.6,0.0
Angola,wind,100.0,poor,0.0,0.6999999999999997,0.0
Angola,wind,250.0,nonpoor,0.0,0.6,0.0
Angola,wind,250.0,poor,0.0,0.6999999999999997,0.0
Angola,wind,500.0,nonpoor,0.0,0.6,0.0
Angola,wind,500.0,poor,0.0,0.6999999999999997,0.0
Angola,wind,1000.0,nonpoor,0.0,0.6,0.0
Angola,wind,1000.0,poor,0.0,0.6999999999999997,0.0
Angola,wind,1500.0,nonpoor,0.0,0.6,0.0
Angola,wind,1500.0,poor,0.0,0.6999999999999997,0.0
Angola,wind,2000.0,nonpoor,0.0,0.6,0.0
Angola,wind,2000.0,poor,0.0,0.6999999999999997,0.0
Antigua and Barbuda,earthquake,1.0,nonpoor,0.01286361996587768,0.2175,0.0
Antigua and Barbuda,earthquake,1.0,poor,0.01286361996587768,0.3,0.0
Antigua and Barbuda,earthquake,20.0,nonpoor,0.10784776713103221,0.2175,0.0
Antigua and Barbuda,earthquake,20.0,poor,0.10784776713103221,0.3,0.0
Antigua and Barbuda,earthquake,50.0,nonpoor,0.23700891722002657,0.2175,0.0
Antigua and Barbuda,earthquake,50.0,poor,0.23700891722002657,0.3,0.0
Antigua and Barbuda,earthquake,100.0,nonpoor,0.3580384847313093,0.2175,0.0
Antigua and Barbuda,earthquake,100.0,poor,0.3580384847313093,0.3,0.0
Antigua and Barbuda,earthquake,250.0,nonpoor,0.5382946645007746,0.2175,0.0
Antigua and Barbuda,earthquake,250.0,poor,0.5382946645007746,0.3,0.0
Antigua and Barbuda,earthquake,500.0,nonpoor,0.6899841774828342,0.2175,0.0
Antigua and Barbuda,earthquake,500.0,poor,0.6899841774828342,0.3,0.0
Antigua and Barbuda,earthquake,1000.0,nonpoor,0.8322246597647807,0.2175,0.0
Antigua and Barbuda,earthquake,1000.0,poor,0.8322246597647807,0.3,0.0
Antigua and Barbuda,earthquake,1500.0,nonpoor,0.8999999999999999,0.22474146243250415,0.0
Antigua and Barbuda,earthquake,1500.0,poor,0.8999999999999999,0.3099882240448333,0.0
Antigua and Barbuda,earthquake,2000.0,nonpoor,0.0,0.2175,0.0
Antigua and Barbuda,earthquake,2000.0,poor,0.0,0.3,0.0
Antigua and Barbuda,flood,1.0,nonpoor,0.0,0.2175,0.4
Antigua and Barbuda,flood,1.0,poor,0.0,0.3,0.4
Antigua and Barbuda,flood,20.0,nonpoor,0.0,0.2175,0.4
Antigua and Barbuda,flood,20.0,poor,0.0,0.3,0.4
Antigua and Barbuda,flood,50.0,nonpoor,0.0,0.2175,0.4
Antigua and Barbuda,flood,50.0,poor,0.0,0.3,0.4
Antigua and Barbuda,flood,100.0,nonpoor,0.0,0.2175,0.4
Antigua and Barbuda,flood,100.0,poor,0.0,0.3,0.4
Antigua and Barbuda,flood,250.0,nonpoor,0.0,0.2175,0.4
Antigua and Barbuda,flood,250.0,poor,0.0,0.3,0.4
Antigua and Barbuda,flood,500.0,nonpoor,0.0,0.2175,0.4
Antigua and Barbuda,flood,500.0,poor,0.0,0.3,0.4
Antigua and Barbuda,flood,1000.0,nonpoor,0.0,0.2175,0.4
Antigua and Barbuda,flood,1000.0,poor,0.0,0.3,0.4
Antigua and Barbuda,flood,1500.0,nonpoor,0.0,0.2175,0.4
Antigua and Barbuda,flood,1500.0,poor,0.0,0.3,0.4
Antigua and Barbuda,flood,2000.0,nonpoor,0.0,0.2175,0.4
Antigua and Barbuda,flood,2000.0,poor,0.0,0.3,0.4
Antigua and Barbuda,surge,1.0,nonpoor,0.022952563235788242,0.2175,0.4
Antigua and Barbuda,surge,1.0,poor,0.02580650758110913,0.3,0.4
Antigua and Barbuda,surge,20.0,nonpoor,0.317235172312391,0.2175,0.4
Antigua and Barbuda,surge,20.0,poor,0.35668050645033017,0.3,0.4
Antigua and Barbuda,surge,50.0,nonpoor,0.595963060927693,0.2175,0.4
Antigua and Barbuda,surge,50.0,poor,0.6700656955782194,0.3,0.4
Antigua and Barbuda,surge,100.0,nonpoor,0.8456248062478994,0.2175,0.4
Antigua and Barbuda,surge,100.0,poor,0.9507706284927665,0.3,0.4
Antigua and Barbuda,surge,250.0,nonpoor,0.878161701620247,0.2926137060080088,0.4
Antigua and Barbuda,surge,250.0,poor,0.9873531935190124,0.4036051117351845,0.4
Antigua and Barbuda,surge,500.0,nonpoor,0.878161701620247,0.33264333032671106,0.4
Antigua and Barbuda,surge,500.0,poor,0.9873531935190124,0.4588183866575325,0.4
Antigua and Barbuda,surge,1000.0,nonpoor,0.878161701620247,0.3870868739849524,0.4
Antigua and Barbuda,surge,1000.0,poor,0.9873531935190124,0.533912929634417,0.4
Antigua and Barbuda,surge,1500.0,nonpoor,0.878161701620247,0.39611834682182634,0.4
Antigua and Barbuda,surge,1500.0,poor,0.9873531935190124,0.5463701335473466,0.4
Antigua and Barbuda,surge,2000.0,nonpoor,0.0,0.2175,0.4
Antigua and Barbuda,surge,2000.0,poor,0.0,0.3,0.4
Antigua and Barbuda,tsunami,1.0,nonpoor,0.0,0.2175,0.4
Antigua and Barbuda,tsunami,1.0,poor,0.0,0.3,0.4
Antigua and Barbuda,tsunami,20.0,nonpoor,0.0,0.2175,0.4
Antigua and Barbuda,tsunami,20.0,poor,0.0,0.3,0.4
Antigua and Barbuda,tsunami,50.0,nonpoor,0.0,0.2175,0.4
Antigua and Barbuda,tsunami,50.0,poor,0.0,0.3,0.4
Antigua and Barbuda,tsunami,100.0,nonpoor,0.0,0.2175,0.4
Antigua and Barbuda,tsunami,100.0,poor,0.0,0.3,0.4
Antigua and Barbuda,tsunami,250.0,nonpoor,0.0,0.2175,0.4
Antigua and Barbuda,tsunami,250.0,poor,0.0,0.3,0.4
Antigua and Barbuda,tsunami,500.0,nonpoor,0.0018078315901840967,0.2175,0.4
Antigua and Barbuda,tsunami,500.0,poor,0.0018078315901840967,0.3,0.4
Antigua and Barbuda,tsunami,1000.0,nonpoor,0.007794901390875419,0.2175,0.4
Antigua and Barbuda,tsunami,1000.0,poor,0.007794901390875419,0.3,0.4
Antigua and Barbuda,tsunami,1500.0,nonpoor,0.013628268910619773,0.2175,0.4
Antigua and Barbuda,tsunami,1500.0,poor,0.013628268910619773,0.3,0.4
Antigua and Barbuda,tsunami,2000.0,nonpoor,0.06084658550498683,0.2175,0.4
Antigua and Barbuda,tsunami,2000.0,poor,0.06084658550498683,0.3,0.4
Antigua and Barbuda,wind,1.0,nonpoor,0.06408747193234432,0.2175,0.4
Antigua and Barbuda,wind,1.0,poor,0.06408747193234432,0.3,0.4
Antigua and Barbuda,wind,20.0,nonpoor,0.6416484697031707,0.2175,0.4
Antigua and Barbuda,wind,20.0,poor,0.6416484697031707,0.3,0.4
Antigua and Barbuda,wind,50.0,nonpoor,0.9,0.5405723859212821,0.4
Antigua and Barbuda,wind,50.0,poor,0.9,0.7456170840293546,0.4
Antigua and Barbuda,wind,100.0,nonpoor,0.9,0.6746948870575218,0.4
Antigua and Barbuda,wind,100.0,poor,0.9,0.9306136373207197,0.4
Antigua and Barbuda,wind,250.0,nonpoor,0.9,0.7639872512860902,0.4
Antigua and Barbuda,wind,250.0,poor,0.9,0.99,0.4
Antigua and Barbuda,wind,500.0,nonpoor,0.0,0.2175,0.4
Antigua and Barbuda,wind,500.0,poor,0.0,0.3,0.4
Antigua and Barbuda,wind,1000.0,nonpoor,0.0,0.2175,0.4
Antigua and Barbuda,wind,1000.0,poor,0.0,0.3,0.4
Antigua and Barbuda,wind,1500.0,nonpoor,0.0,0.2175,0.4
Antigua and Barbuda,wind,1500.0,poor,0.0,0.3,0.4
Antigua and Barbuda,wind,2000.0,nonpoor,0.0,0.2175,0.4
Antigua and Barbuda,wind,2000.0,poor,0.0,0.3,0.4
Argentina,earthquake,1.0,nonpoor,0.001455583634807,0.39772326249999995,0.0
Argentina,earthquake,1.0,poor,0.001455583634807,0.6999999999999998,0.0
Argentina,earthquake,20.0,nonpoor,0.0061532207499186,0.39772326249999995,0.0
Argentina,earthquake,20.0,poor,0.0061532207499186,0.6999999999999998,0.0
Argentina,earthquake,50.0,nonpoor,0.0124214044494491,0.39772326249999995,0.0
Argentina,earthquake,50.0,poor,0.0124214044494491,0.6999999999999998,0.0
Argentina,earthquake,100.0,nonpoor,0.0185197589122706,0.39772326249999995,0.0
Argentina,earthquake,100.0,poor,0.0185197589122706,0.6999999999999998,0.0
Argentina,earthquake,250.0,nonpoor,0.0276619636973109,0.39772326249999995,0.0
Argentina,earthquake,250.0,poor,0.0276619636973109,0.6999999999999998,0.0
Argentina,earthquake,500.0,nonpoor,0.0347610750244022,0.39772326249999995,0.0
Argentina,earthquake,500.0,poor,0.0347610750244022,0.6999999999999998,0.0
Argentina,earthquake,1000.0,nonpoor,0.0419294976015725,0.39772326249999995,0.0
Argentina,earthquake,1000.0,poor,0.0419294976015725,0.6999999999999998,0.0
Argentina,earthquake,1500.0,nonpoor,0.046140809840796,0.39772326249999995,0.0
Argentina,earthquake,1500.0,poor,0.046140809840796,0.6999999999999998,0.0
