iso3,income_cat,hazard,capital_t,sigma_h,delta_k_h_eff,productivity_pi,savings_s_h,delta_i_h_pds,eta,delta_tax_sp,discount_rate_rho,k_h_eff,delta_c_h_max,lambda_h,consumption_floor_xi,t_hat,t_tilde,delta_tilde_k_h_eff
ARG,q1,Earthquake,50,0.2827911119891578,6325.14199034331,0.3074152642375409,827.4315236361774,0,1.5,0,0.06,16327.304518839404,,4.000000000033333,0.2798682900624822,0.31835904477639737,0.0,6325.14199034331
ARG,q1,Flood,50,0.2827911119891578,9441.097333221509,0.3074152642375409,827.4315236361774,0,1.5,0,0.06,16327.304518839404,,1.7215215348614397,0.45088960264661965,0.46269113502352194,0.0,9441.097333221509
ARG,q1,Storm surge,50,0.2827911119891578,9441.097333221509,0.3074152642375409,827.4315236361774,0,1.5,0,0.06,16327.304518839404,,1.7215215348614397,0.45088960264661965,0.46269113502352194,0.0,9441.097333221509
ARG,q1,Tsunami,50,0.2827911119891578,9441.097333221509,0.3074152642375409,827.4315236361774,0,1.5,0,0.06,16327.304518839404,,1.7215215348614397,0.45088960264661965,0.46269113502352194,0.0,9441.097333221509
ARG,q1,Wind,50,0.2827911119891578,6610.865235984741,0.3074152642375409,827.4315236361774,0,1.5,0,0.06,16327.304518839404,,3.6000000000399996,0.2990570522655367,0.3353113648687133,0.0,6610.865235984741
ARG,q2,Earthquake,50,0.2827911119891578,10404.034583650213,0.3074152642375409,1023.9281376001819,0,1.5,0,0.06,35884.64134794593,,3.6000000000399996,0.36483104770015023,0.28008914321253936,0.0,10404.034583650213
ARG,q2,Flood,50,0.2827911119891578,15529.375200178394,0.3074152642375409,1023.9281376001819,0,1.5,0,0.06,35884.64134794593,,2.0735415352736846,0.5006670556043337,0.3336388235867234,0.0,15529.375200178394
ARG,q2,Storm surge,50,0.2827911119891578,15529.375200178394,0.3074152642375409,1023.9281376001819,0,1.5,0,0.06,35884.64134794593,,2.0735415352736846,0.5006670556043337,0.3336388235867234,0.0,15529.375200178394
ARG,q2,Tsunami,50,0.2827911119891578,15529.375200178394,0.3074152642375409,1023.9281376001819,0,1.5,0,0.06,35884.64134794593,,2.0735415352736846,0.5006670556043337,0.3336388235867234,0.0,15529.375200178394
ARG,q2,Wind,50,0.2827911119891578,10874.01210092092,0.3074152642375409,1023.9281376001819,0,1.5,0,0.06,35884.64134794593,,3.6000000000399996,0.3764707974977549,0.2713652216184662,0.0,10874.01210092092
ARG,q3,Earthquake,50,0.2827911119891578,13942.68212343045,0.3074152642375409,998.7549150721997,0,1.5,0,0.06,55853.49837010965,,3.2000000000466664,0.4520041119136657,0.24814500063299286,0.0,13942.68212343045
ARG,q3,Flood,50,0.2827911119891578,20811.267037869253,0.3074152642375409,998.7549150721997,0,1.5,0,0.06,55853.49837010965,,2.084294680086508,0.5665642556119008,0.272593306866725,0.0,20811.267037869253
ARG,q3,Storm surge,50,0.2827911119891578,20811.267037869253,0.3074152642375409,998.7549150721997,0,1.5,0,0.06,55853.49837010965,,2.084294680086508,0.5665642556119008,0.272593306866725,0.0,20811.267037869253
ARG,q3,Tsunami,50,0.2827911119891578,20811.267037869253,0.3074152642375409,998.7549150721997,0,1.5,0,0.06,55853.49837010965,,2.084294680086508,0.5665642556119008,0.272593306866725,0.0,20811.267037869253
ARG,q3,Wind,50,0.2827911119891578,14572.50962696086,0.3074152642375409,998.7549150721997,0,1.5,0,0.06,55853.49837010965,,3.2000000000466664,0.4624460826391718,0.241007908403634,0.0,14572.50962696086
ARG,q4,Earthquake,50,0.2827911119891578,32770.79664427968,0.3074152642375409,1108.1670372536814,0,1.5,0,0.06,82931.64260295765,,1.614844546375393,0.6465927176382726,0.2700189793984452,0.0,32770.79664427968
ARG,q4,Flood,50,0.2827911119891578,48914.677532647846,0.3074152642375409,1108.1670372536814,0,1.5,0,0.06,82931.64260295765,,0.8465999013109196,0.7471122071631009,0.3443656138938415,0.0,48914.677532647846
ARG,q4,Storm surge,50,0.2827911119891578,48914.677532647846,0.3074152642375409,1108.1670372536814,0,1.5,0,0.06,82931.64260295765,,0.8465999013109196,0.7471122071631009,0.3443656138938415,0.0,48914.677532647846
ARG,q4,Tsunami,50,0.2827911119891578,48914.677532647846,0.3074152642375409,1108.1670372536814,0,1.5,0,0.06,82931.64260295765,,0.8465999013109196,0.7471122071631009,0.3443656138938415,0.0,48914.677532647846
ARG,q4,Wind,50,0.2827911119891578,34251.13944033931,0.3074152642375409,1108.1670372536814,0,1.5,0,0.06,82931.64260295765,,1.4849485193917957,0.6592922649144934,0.2805405977118818,0.0,34251.13944033931
