country,year,per_allsp.adq_q4_tot
East Asia & Pacific,2010-20W,37.7622361384751
East Asia & Pacific,2010-20S,29.66410746375
Europe & Central Asia,2010-20W,40.3933918803572
Europe & Central Asia,2010-20S,52.400355426386
High income,2010-20W,44.6075519725823
High income,2010-20S,38.6797230978771
Latin America & Caribbean,2010-20W,29.265003461361
Latin America & Caribbean,2010-20S,21.5238358371777
Low income,2010-20W,18.5606716108293
Low income,2010-20S,15.769992125107498
Lower middle income,2010-20W,13.71948514697309
Lower middle income,2010-20S,24.0480540516491
Middle East & North Africa,2010-20W,9.82829727604277
Middle East & North Africa,2010-20S,12.3234617852019
South Asia,2010-20W,7.74554450170364
South Asia,2010-20S,12.655475868631399
Sub-Saharan Africa,2010-20W,24.5325709225778
Sub-Saharan Africa,2010-20S,22.76148075545589
Upper middle income,2010-20W,37.0183632240646
Upper middle income,2010-20S,36.2135392816368
World,2010-20W,25.5159015716022
World,2010-20S,28.083449273202998
Afghanistan,2011,
Afghanistan,2007,24.4413591455851
Albania,2018,
Albania,2017,
Albania,2016,
Albania,2015,
Albania,2012,28.3716982997055
Albania,2008,22.2795457543427
Angola,2018,62.94349957241969
Argentina,2021,37.8778070153241
Argentina,2020,39.2457701436512
Argentina,2019,41.387490234713994
Argentina,2018,40.6864125730209
Argentina,2017,42.3877301200968
Argentina,2016,42.1791689237832
Argentina,2013,38.826469957179796
Argentina,2010,37.474377023646596
Argentina,2006,43.9120660603358
Armenia,2019,41.7655608073892
Armenia,2018,38.1271950017369
Armenia,2017,35.3059982745674
Armenia,2016,35.1108947422785
Armenia,2015,34.2775934922641
Armenia,2014,31.2784776514492
Armenia,2013,34.58748526273569
Armenia,2012,33.1439207141145
Armenia,2011,35.5192833525085
Armenia,2010,36.3687050123659
Armenia,2009,34.839335506392096
Armenia,2008,27.264767258752897
Azerbaijan,2015,2.37668793541577
Bangladesh,2016,3.61058640382921
Bangladesh,2010,6.30345939698277
Bangladesh,2005,20.9883268903198
Belarus,2019,53.51985687356671
Belarus,2018,51.86045801240821
Belarus,2017,53.2636251900924
Belarus,2016,65.9292920378324
Belarus,2015,50.4704194199921
Belarus,2014,50.835126970961
Belarus,2013,45.3388456172582
Belarus,2012,39.5827113615495
Belarus,2010,37.5256018059557
Belarus,2009,35.8217195966837
Belarus,2008,36.26708803258299
Belize,2009,15.243540204272199
Benin,2018,25.7102231841266
Benin,2003,46.5525252901833
Bhutan,2012,48.1161710433484
Bolivia,2020,8.71006747664384
Bolivia,2019,9.121225921771279
Bolivia,2018,7.431430234621731
Bolivia,2017,7.9737070093875
Bolivia,2016,6.896577703519941
Bolivia,2015,6.68389224136641
Bolivia,2014,6.15682879326824
Bolivia,2012,10.15278997799259
Bolivia,2011,10.7411743256204
Bolivia,2009,12.2635053431167
Bolivia,2008,13.826313301213599
Bolivia,2007,31.244160525261
Bolivia,2006,28.162523434822003
Bosnia and Herzegovina,2015,33.14620260781939
Bosnia and Herzegovina,2007,18.81060156629209
Brazil,2020,40.741312179652
Brazil,2019,45.8733516072446
Brazil,2018,45.4166320321766
Brazil,2017,45.4980111269506
Brazil,2016,44.7688316335461
Brazil,2015,46.518958845665196
Brazil,2012,42.460792831278695
Brazil,2011,42.5586709985117
Brazil,2009,43.3787387271296
Brazil,2006,50.59742770267399
Bulgaria,2007,28.0483479327036
Burkina Faso,2018,19.29123650256159
Burkina Faso,2014,15.052261241302201
Burkina Faso,2009,
Burkina Faso,2003,67.8090838246035
Cabo Verde,2007,15.5994295433371
Cambodia,2013,12.993372788131
Cambodia,2008,0.83131808002978
Cameroon,2014,2.49671334029293
Cameroon,2007,26.9341558076875
Central African Republic,2008,
Chad,2011,29.100628599329397
Chile,2020,24.05872662222969
Chile,2017,18.4491628942255
Chile,2015,14.767200031665
Chile,2013,19.0429331140382
Chile,2011,17.5728590955578
China,2013,45.41621688070419
Colombia,2020,31.72784171494139
Colombia,2019,28.5532712005246
Colombia,2018,27.779849637708796
Colombia,2017,27.0256205487512
Colombia,2016,27.42186010710949
Colombia,2015,25.995337013495302
Colombia,2014,24.253574972473892
Colombia,2012,17.8106250123598
Colombia,2011,16.3685850676871
Colombia,2010,16.1887466651041
Comoros,2004,18.0398982516126
"Congo, Dem. Rep.",2012,36.8533928104834
"Congo, Dem. Rep.",2004,7.39238405236386
"Congo, Rep.",2005,41.3012980764517
Costa Rica,2020,29.20014961278689
Costa Rica,2019,28.2974769797267
Costa Rica,2018,26.847622194223398
Costa Rica,2017,29.350185717889797
Costa Rica,2016,28.254210255254392
Costa Rica,2015,25.0277511972543
Costa Rica,2014,23.92949653535979
Costa Rica,2012,22.4121717357153
Costa Rica,2011,23.9890516472046
Costa Rica,2010,22.127891718272
Costa Rica,2008,32.5810955886991
Cote D'Ivoire,2018,28.178749415022804
Cote D'Ivoire,2015,43.5825917559093
Cote D'Ivoire,2008,27.706898844218404
Cote D'Ivoire,2002,14.9585556036744
Croatia,2014,42.8893699645996
Croatia,2011,43.5837593078613
Croatia,2010,41.90184955306
Croatia,2008,36.2844560556126
Djibouti,2012,29.972098497539502
Dominica,2002,18.29083720932069
Dominican Republic,2019,10.0331469174164
Dominican Republic,2018,7.26759517511366
Dominican Republic,2017,6.94282303537028
Dominican Republic,2016,9.192724538538009
Dominican Republic,2015,13.065786218476399
Dominican Republic,2014,11.0789700140517
Dominican Republic,2013,10.2076184640623
Dominican Republic,2012,9.07118494865723
Dominican Republic,2011,10.2191720711951
Dominican Republic,2010,9.73691699383899
Dominican Republic,2009,11.2083650152427
Dominican Republic,2008,8.93909313804661
Dominican Republic,2007,15.8110643903053
Ecuador,2020,16.31480709410649
Ecuador,2019,24.3806628122433
Ecuador,2018,22.7101337964579
Ecuador,2017,19.4160573713715
Ecuador,2016,27.187757114579398
Ecuador,2015,19.1858653938489
Ecuador,2014,18.946801125555098
Ecuador,2012,18.927210022262788
Ecuador,2011,21.642553048081588
Ecuador,2010,20.1146299995561
Ecuador,2008,16.2733173857748
"Egypt, Arab Rep.",2017,
"Egypt, Arab Rep.",2008,17.93831066233019
El Salvador,2019,27.9415720935425
El Salvador,2018,29.0832825713772
El Salvador,2017,29.301566459469804
El Salvador,2016,33.1345540922697
El Salvador,2015,30.3330012936248
El Salvador,2014,22.434623753074888
El Salvador,2012,22.8814125639937
El Salvador,2011,23.7345463401406
El Salvador,2010,25.7288220649336
El Salvador,2009,28.882875516377897
El Salvador,2008,32.9029274999951
El Salvador,2007,31.9153018018762
Eswatini,2016,13.5334585752449
Ethiopia,2018,8.06524957727492
Ethiopia,2015,7.14554274941111
Fiji,2013,9.55079227715709
Fiji,2008,27.758357575638197
Gabon,2017,3.65070863162087
Gabon,2005,23.0110134186831
"Gambia, The",2015,13.073504296562499
"Gambia, The",2010,8.58959984473218
Georgia,2021,38.15432314347889
Georgia,2020,37.6848486550066
Georgia,2019,31.3848952244079
Georgia,2018,30.6200114553302
Georgia,2017,30.9381379075868
Georgia,2016,35.430260478331796
Georgia,2015,31.398646120560397
Georgia,2014,31.710086210137
Georgia,2013,27.8278984080231
Georgia,2012,25.7129505218933
Georgia,2011,27.4520584430389
Ghana,2016,
Ghana,2012,
Ghana,2005,0.9210959234023999
Guatemala,2014,17.355472334013598
Guatemala,2011,3.59538751080875
Guatemala,2006,7.23898694184454
Guinea,2012,13.191926909980701
Haiti,2012,
Haiti,2001,
Honduras,2019,15.5358154326837
Honduras,2018,10.4238999969355
Honduras,2017,4.05339084465858
Honduras,2016,5.74540573639283
Honduras,2015,4.78653966656487
Honduras,2013,8.52087857009654
Honduras,2011,7.99401717084843
Honduras,2010,5.7979956357185
Honduras,2009,21.3021375812734
Honduras,2008,3.30603828369651
Hungary,2007,51.7813280346768
