country,year,per_pr_allpr.cov_q2_tot
East Asia & Pacific,2010-20W,38.2295383969125
East Asia & Pacific,2010-20S,36.28516329994899
Europe & Central Asia,2010-20W,30.5320807387599
Europe & Central Asia,2010-20S,20.5505865458396
High income,2010-20W,23.028858016133398
High income,2010-20S,19.9372726132455
Latin America & Caribbean,2010-20W,20.1151353880255
Latin America & Caribbean,2010-20S,32.25953529142469
Low income,2010-20W,25.35842401064709
Low income,2010-20S,33.11511948740899
Lower middle income,2010-20W,39.53299039663299
Lower middle income,2010-20S,32.857482145611
Middle East & North Africa,2010-20W,57.4478743738461
Middle East & North Africa,2010-20S,58.26799998538089
South Asia,2010-20W,30.188710900840498
South Asia,2010-20S,24.4342853277826
Sub-Saharan Africa,2010-20W,31.3579029614081
Sub-Saharan Africa,2010-20S,33.5710300430983
Upper middle income,2010-20W,32.8451853494739
Upper middle income,2010-20S,34.11436419646769
World,2010-20W,33.90784192760119
World,2010-20S,32.45848607232829
Afghanistan,2011,3.84031388328872
Afghanistan,2007,5.08239011297348
Albania,2018,18.126638610655498
Albania,2017,16.7250127970484
Albania,2016,2.6759356173408
Albania,2015,2.08186402620017
Albania,2012,17.9052579199514
Albania,2008,36.7971368236368
Angola,2018,25.910901959395797
Argentina,2021,16.22298078570269
Argentina,2020,21.9314480839036
Argentina,2019,15.453438924523999
Argentina,2018,13.014761428918002
Argentina,2017,13.418716193116301
Argentina,2016,11.3720705194961
Argentina,2013,7.68079253955846
Argentina,2010,7.557364494422581
Argentina,2006,7.450556677784561
Armenia,2019,16.6527134142645
Armenia,2018,32.1265803621222
Armenia,2017,20.5443770459459
Armenia,2016,27.1700782031939
Armenia,2015,29.6617100768086
Armenia,2014,23.1702477036396
Armenia,2013,19.6819586109427
Armenia,2012,18.9915749804107
Armenia,2011,16.2926909484222
Armenia,2010,21.4143961525964
Armenia,2009,16.8531953695129
Armenia,2008,19.5610340848901
Azerbaijan,2015,14.030624541436291
Bangladesh,2016,26.3628501554163
Bangladesh,2010,22.2101661850543
Bangladesh,2005,39.267944035042
Belarus,2019,54.6674366656688
Belarus,2018,52.6839132790313
Belarus,2017,52.4460523648923
Belarus,2016,58.7807993859836
Belarus,2015,54.8884508372268
Belarus,2014,59.64313625771091
Belarus,2013,54.572153828683
Belarus,2012,54.521751961116
Belarus,2010,62.3435405360469
Belarus,2009,66.6255494606075
Belarus,2008,60.4364503692486
Belize,2009,37.881322266891196
Benin,2018,20.4580666232
Benin,2003,21.299311816532
Bhutan,2012,14.6731281660655
Bolivia,2020,23.0489828298363
Bolivia,2019,24.8278390036677
Bolivia,2018,24.4267086182079
Bolivia,2017,21.3866344913984
Bolivia,2016,26.599443735431898
Bolivia,2015,15.9694619069922
Bolivia,2014,23.6207499196635
Bolivia,2012,19.762771309418888
Bolivia,2011,22.6055196530812
Bolivia,2009,16.797342453712698
Bolivia,2008,19.267089832465288
Bolivia,2007,24.1189592471788
Bolivia,2006,22.048146253625088
Bosnia and Herzegovina,2015,7.564098799959639
Bosnia and Herzegovina,2007,11.6804098315814
Brazil,2020,5.51301294831982
Brazil,2019,8.29793895073733
Brazil,2018,8.60247482941027
Brazil,2017,8.06629099116002
Brazil,2016,7.66791492982894
Brazil,2015,1.86633056336903
Brazil,2012,1.6164542255541199
Brazil,2011,1.22576592580636
Brazil,2009,2.1978957009051
Brazil,2006,2.65602609276986
Bulgaria,2007,24.969300046773498
Burkina Faso,2018,30.461379824735204
Burkina Faso,2014,26.9290797263256
Burkina Faso,2009,31.1627498242977
Burkina Faso,2003,15.5340819107091
Cabo Verde,2007,32.7817568123817
Cambodia,2013,47.86455916789739
Cambodia,2008,27.8324436655339
Cameroon,2014,4.36117585347945
Cameroon,2007,5.19986594357443
Central African Republic,2008,5.71293993384266
Chad,2011,4.7028712057642394
Chile,2020,31.221450340698397
Chile,2017,18.1401850780469
Chile,2015,17.4131225655455
Chile,2013,18.07148920151529
Chile,2011,14.8289976279529
China,2013,37.0076280394044
Colombia,2020,21.328431246798498
Colombia,2019,24.97609147630529
Colombia,2018,25.7513007715695
Colombia,2017,26.3834933769664
Colombia,2016,22.959508836057
Colombia,2015,23.3696352615686
Colombia,2014,27.0715817713359
Colombia,2012,26.5656026004977
Colombia,2011,30.7649383992953
Colombia,2010,28.4918332225099
Comoros,2004,27.700527484659
"Congo, Dem. Rep.",2012,10.2612078220777
"Congo, Dem. Rep.",2004,4.02648012086476
"Congo, Rep.",2005,43.7576070780311
Costa Rica,2020,22.8180371019568
Costa Rica,2019,18.69689339353319
Costa Rica,2018,19.6011564755604
Costa Rica,2017,19.637740669769098
Costa Rica,2016,19.9299417413513
Costa Rica,2015,21.91373826136889
Costa Rica,2014,18.8899852153546
Costa Rica,2012,16.3761425478252
Costa Rica,2011,17.058876802699
Costa Rica,2010,18.272965803936998
Costa Rica,2008,11.4280007240813
Cote D'Ivoire,2018,35.0311641284913
Cote D'Ivoire,2015,18.2034619977137
Cote D'Ivoire,2008,31.8695791016962
Cote D'Ivoire,2002,27.7803474857466
Croatia,2014,9.8242073059082
Croatia,2011,7.46405553817749
Croatia,2010,14.10455044779049
Croatia,2008,13.8084659253844
Djibouti,2012,23.5511557248822
Dominica,2002,74.617816323251
Dominican Republic,2019,50.3731872692614
Dominican Republic,2018,51.7286690658169
Dominican Republic,2017,48.90343479629029
Dominican Republic,2016,44.71035520340439
Dominican Republic,2015,32.2509108901984
Dominican Republic,2014,61.685934555288405
Dominican Republic,2013,44.4174110282567
Dominican Republic,2012,43.32753353329899
Dominican Republic,2011,44.57960287007559
Dominican Republic,2010,43.1715334557835
Dominican Republic,2009,41.2481919246188
Dominican Republic,2008,40.3365216095443
Dominican Republic,2007,41.85781279993649
Ecuador,2020,56.1154224131142
