country,year,per_pr_allpr.cov_q4_tot
East Asia & Pacific,2010-20W,19.6678157108005
East Asia & Pacific,2010-20S,32.7464234890617
Europe & Central Asia,2010-20W,27.8100748563457
Europe & Central Asia,2010-20S,20.733044860857188
High income,2010-20W,24.14321320660259
High income,2010-20S,17.7199430173235
Latin America & Caribbean,2010-20W,17.0067063582606
Latin America & Caribbean,2010-20S,28.8672506307466
Low income,2010-20W,27.162331315666698
Low income,2010-20S,36.5440758452323
Lower middle income,2010-20W,43.604986075739696
Lower middle income,2010-20S,33.7896497048369
Middle East & North Africa,2010-20W,56.70907683509579
Middle East & North Africa,2010-20S,57.47094606962481
South Asia,2010-20W,36.9699774197273
South Asia,2010-20S,27.6430562014421
Sub-Saharan Africa,2010-20W,33.9888738844371
Sub-Saharan Africa,2010-20S,34.72855249242749
Upper middle income,2010-20W,18.1185880219282
Upper middle income,2010-20S,30.2770839800561
World,2010-20W,27.109010230966103
World,2010-20S,31.942063405458796
Afghanistan,2011,4.126411472936771
Afghanistan,2007,5.15917339740313
Albania,2018,16.7900817700144
Albania,2017,17.004042180306
Albania,2016,3.49294532348189
Albania,2015,2.6177834775388398
Albania,2012,23.4978519909797
Albania,2008,40.559662632243096
Angola,2018,33.7640271696173
Argentina,2021,9.44506922938312
Argentina,2020,15.186149731871602
Argentina,2019,12.1731834976739
Argentina,2018,9.31636386011735
Argentina,2017,8.8307842219051
Argentina,2016,9.65361056031446
Argentina,2013,7.41652190509212
Argentina,2010,7.2345936198811795
Argentina,2006,8.57763282511196
Armenia,2019,22.324283846934
Armenia,2018,28.8691154740946
Armenia,2017,17.271187206989598
Armenia,2016,22.6589685694858
Armenia,2015,23.3131297224013
Armenia,2014,19.5216672671605
Armenia,2013,18.0830782297284
Armenia,2012,16.2893633280657
Armenia,2011,16.02028239586
Armenia,2010,20.39137793202809
Armenia,2009,16.3133232456676
Armenia,2008,17.6248957090122
Azerbaijan,2015,16.6482900587506
Bangladesh,2016,27.068961315362
Bangladesh,2010,28.135888764606097
Bangladesh,2005,43.5245024746493
Belarus,2019,57.9411921904254
Belarus,2018,58.5500370592482
Belarus,2017,55.0845724001066
Belarus,2016,60.3415331758146
Belarus,2015,61.3935460210477
Belarus,2014,59.34856393437731
Belarus,2013,56.0346138641167
Belarus,2012,55.353857618212196
Belarus,2010,64.3595531163687
Belarus,2009,64.2029872891486
Belarus,2008,58.3110586683633
Belize,2009,25.3430560179634
Benin,2018,29.242270972128097
Benin,2003,26.474203803893097
Bhutan,2012,10.0097745996821
Bolivia,2020,20.7480653408897
Bolivia,2019,25.5872348839148
Bolivia,2018,24.7374903017465
Bolivia,2017,22.4731240737026
Bolivia,2016,24.3471792089837
Bolivia,2015,19.809674677023
Bolivia,2014,22.5497287522604
Bolivia,2012,20.0891608074193
Bolivia,2011,23.6087054250241
Bolivia,2009,25.6419188656023
Bolivia,2008,22.9938149175071
Bolivia,2007,31.6367367506262
Bolivia,2006,21.219814305428088
Bosnia and Herzegovina,2015,7.67127070391984
Bosnia and Herzegovina,2007,12.37187310565
Brazil,2020,3.35580711965787
Brazil,2019,5.01593643300063
Brazil,2018,5.14750928674917
Brazil,2017,5.11266531458993
Brazil,2016,4.80335392358841
Brazil,2015,1.0640177188959699
Brazil,2012,1.37434819223183
Brazil,2011,1.08163686187018
Brazil,2009,1.5204094059357198
Brazil,2006,1.84698173337089
Bulgaria,2007,35.8166189268564
Burkina Faso,2018,38.7447814691437
Burkina Faso,2014,24.3727656037807
Burkina Faso,2009,31.3869284153179
Burkina Faso,2003,17.2839673012824
Cabo Verde,2007,37.2734387872796
Cambodia,2013,42.336258895334
Cambodia,2008,30.2299479197294
Cameroon,2014,9.33993686756407
Cameroon,2007,6.342327318850879
Central African Republic,2008,6.323598471113439
Chad,2011,7.049358503959061
Chile,2020,22.90461360813679
Chile,2017,11.9057062231887
Chile,2015,12.72048995431459
Chile,2013,12.0134842332698
Chile,2011,9.320975290863199
China,2013,14.2907872044719
Colombia,2020,16.8987651102929
Colombia,2019,21.081313052956
Colombia,2018,21.6727192811837
Colombia,2017,22.1630072089935
Colombia,2016,20.1252254208583
Colombia,2015,21.3922441683714
Colombia,2014,19.0038844734753
Colombia,2012,24.5627208672558
Colombia,2011,29.658447898009697
Colombia,2010,29.713772196579203
Comoros,2004,26.7644644906409
"Congo, Dem. Rep.",2012,10.0095709582816
"Congo, Dem. Rep.",2004,5.21643951541477
"Congo, Rep.",2005,49.4048123378373
Costa Rica,2020,15.775809797038102
Costa Rica,2019,16.166031928911988
Costa Rica,2018,17.5030125710249
Costa Rica,2017,18.1757156879446
Costa Rica,2016,17.78838352405189
Costa Rica,2015,16.1808013092093
Costa Rica,2014,16.5246655157985
Costa Rica,2012,17.4656506288912
Costa Rica,2011,14.6249758244544
Costa Rica,2010,16.9145849738203
Costa Rica,2008,8.3204984467189
Cote D'Ivoire,2018,39.50632553605859
Cote D'Ivoire,2015,22.5689499474754
Cote D'Ivoire,2008,30.668825180890703
Cote D'Ivoire,2002,22.103639383447398
Croatia,2014,7.96902370452881
Croatia,2011,8.99644756317139
Croatia,2010,12.676842017847601
Croatia,2008,16.6955352654843
Djibouti,2012,18.2799837657478
Dominica,2002,48.11812334754969
Dominican Republic,2019,41.315237302891
Dominican Republic,2018,41.5904686379575
Dominican Republic,2017,39.2132721859469
Dominican Republic,2016,39.406997065452195
Dominican Republic,2015,36.8371053590267
Dominican Republic,2014,50.1887157319431
Dominican Republic,2013,41.1120074208548
Dominican Republic,2012,45.8355783894051
Dominican Republic,2011,45.0993361779247
Dominican Republic,2010,39.7051442398918
Dominican Republic,2009,41.3738081962787
Dominican Republic,2008,40.8750927271954
Dominican Republic,2007,40.408651589245295
Ecuador,2020,50.1723436541872
Ecuador,2019,52.1014414819125
Ecuador,2018,42.7609607406636
Ecuador,2017,46.0162917884255
Ecuador,2016,40.829896816605995
Ecuador,2015,36.6415783358815
Ecuador,2014,26.2373216860755
Ecuador,2012,13.8749452748546
Ecuador,2011,15.828022878249701
Ecuador,2010,14.1950466121083
Ecuador,2008,17.191013882723798
"Egypt, Arab Rep.",2017,98.62518885771848
"Egypt, Arab Rep.",2008,5.33779516165818
El Salvador,2019,32.8241145891769
El Salvador,2018,30.981789832103303
El Salvador,2017,33.117571462248
El Salvador,2016,31.6076517635522
El Salvador,2015,30.9751389567199
El Salvador,2014,34.0222149219608
El Salvador,2012,36.5762378282986
El Salvador,2011,32.7217199485961
El Salvador,2010,34.981915222986
