iso3,gdp_pc_pp,pop,urbanization_rate,prepare_scaleup,ew,finance_pre,borrowing_ability,avg_prod_k,tau_tax,reconstruction_share_sigma_h,pov_rate_2.15,rho,max_increased_spending,shareable,income_elasticity_eta,average_aid_cost_pc,dk,dw,dk_tot,dw_tot,axfin,c,dS_reco,dW_long_term,dW_reco,dc_long_term,diversified_share,dk_pub,dk_reco,fa,gamma_SP,help_fee,help_needed,help_received,income_share,k,lambda_h,liquidity,n,v_ew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
AGO,5906.115676770329,35588987.0,0.68081,0.5611604077563926,0.5535284709605425,0.6770833333333334,0.446875,0.1718626068564378,0.1680934469756413,0.2115175515296616,0.311220062314,0.06,0.05,0.8,1.5,0.02870677592846759,1.9345384382566198,9.790737385011818e-06,68848263.33011514,348.44242551559955,0.01045708067787829,826.8561947478463,0.058756197471387064,4.771171024346559e-06,5.019566360665258e-06,1.5841058019279513,0.022257010726927547,1.5253496044565642,392.7226102140955,0.0001506781354306967,0.07,0.02870677592846759,0.1144751808087533,0.02870677592846759,0.028000000000000004,4811.1465889642,0.00015410613276762019,23.875986791383323,0.027926781309618107,0.07029832582356407,4.443941414375628,158155373.22497582,0.0007524304733573608,0.43532041894130635,0.0003275483488861317
ALB,15492.067404029098,2777689.0,0.63799,0.3020250449045197,0.2189508189873339,0.7407407407407408,0.5453703703703704,0.1620221696857466,0.1874846304575463,0.226379915453316,0.000212773636,0.06,0.05,0.8,1.5,1.8213473633890234,77.32574603289888,7.082269871030541e-05,214786874.17237687,196.72343115792953,0.007721463296744931,3718.096176966984,3.3614646918074027,3.633368488916862e-05,3.4489013821136795e-05,63.18221487541407,0.0476440011476381,59.82075018360664,1973.062413651281,0.002382546383921141,0.08,1.8213473633890234,11.057534027892698,1.8213473633890234,0.047999999999999994,22948.07052749936,0.003261371711064283,170.78075592884736,0.04678655286907537,0.11231394826570702,136.56409732531066,379332590.93544483,0.008815098318626846,0.5662230963142565,0.004991312264287489
ARG,22461.44094261999,46234830.0,0.92347,0.4869371336118353,0.6375410621136512,0.5,0.3,0.3074152642375409,0.2087420721134342,0.1607878564150257,0.009588466405,0.06,0.05,0.8,1.5,0.1646887725893192,37.60616557392214,1.530167834250172e-05,1738714672.2621427,707.4704968802488,0.006686560237280634,2695.372913114399,1.465775065940838,1.2483645697975565e-05,2.8180326445261546e-06,33.025325889243504,0.026959603612483018,31.559550823302665,707.9588674302239,0.0011091803883285691,0.060000000000000005,0.1646887725893192,1.127378746463274,0.1646887725893192,0.023999999999999997,8767.856468674485,0.0050053647796533575,120.1762762100657,0.02346317071123755,0.051948312323891535,51.510467182597715,2381577693.4079843,0.002293284180395478,0.7300684235810426,0.00167425436640467
ARM,16057.0064572714,2780469.0,0.63573,0.3740101200533297,0.3133509856523386,0.5,0.4416666666666666,0.469678089191154,0.3695482842639164,0.3118748350056252,0.005235208329,0.06,0.05,0.8,1.5,0.6885823105964475,40.568590429208996,3.0077692168393412e-05,112799708.0621123,83.63009066576066,0.003918496967245487,2247.980904017996,3.2714619198624355,1.7050175847877087e-05,1.3027516320516323e-05,31.18772990255109,0.06361527254892675,27.91626798268866,465.72591980740697,0.0038935224667832283,0.07,0.6885823105964475,4.16848155852199,0.6885823105964475,0.028000000000000004,4786.216252687683,0.015496467690344124,85.27297369031457,0.026181053292221243,0.06585230546660462,61.19858535234771,170160769.4160569,0.003811332175471225,0.6629007875858146,0.002526535100871031
AUS,51090.263327821376,26005540.0,0.86488,0.6790700317264603,0.9301463158373546,0.8333333333333334,0.9166666666666669,0.2309980310138752,0.4446686830942625,0.1275865326707433,0.004970939722,0.06,0.05,0.8,1.5,1.1959204065482054,32.10584140392996,3.459564241536876e-06,834929742.8635567,89.96783626585689,0.04343258742410413,16042.342684935915,2.3445158676883766,3.040409441127935e-06,4.191548004089412e-07,30.354084288414132,0.14457094310651883,28.00956842072575,3085.957203874909,0.00045579188634933647,0.0628,1.1959204065482054,1.9212163437550456,1.1959204065482054,0.0628,69447.9628874945,0.0024041872545079402,830.5544033168695,0.06259063831321028,0.13807030239501664,39.95108801188513,1038949617.3365993,0.0007819706810970699,0.8036287120485611,0.0006284140913097744
AUT,55867.18380720709,9041851.0,0.59256,0.6743220859874698,0.8577375757241545,0.8333333333333334,0.8916666666666666,0.1818653202247265,0.4262241812069232,0.127813551756672,0.006835775451,0.06,0.05,0.8,1.5,3.2791327849805723,85.97571016444044,7.815482621194101e-06,777379560.9260559,70.66642935392649,0.03367067806663484,5642.585564527916,5.706693143248412,6.834383527867793e-06,9.810990933263078e-07,80.69354242676954,0.046208993775580895,74.9868492835211,1225.009904212451,0.0009145511537334958,0.050499999999999996,3.2791327849805723,5.45367291347128,3.2791327849805723,0.0202,31026.176719978885,0.004720547953121768,299.3025457076769,0.01980411602927608,0.041367396927768335,103.202679026589,933143246.5592427,0.001847286224104882,0.8330763404144749,0.0015389304472753686
AZE,15094.2841004892,10141756.0,0.5717,0.4236035393738244,0.4612760789957857,0.7407407407407408,0.6203703703703705,0.6127220701287495,0.0220546563487747,0.1679504354220639,0.0,0.06,0.05,0.8,1.5,1.1597906533873912,26.282566374042247,1.9815776159235118e-05,266551375.21934122,200.96676675757973,0.0030511271419055956,2113.199774068488,2.901280348602057,1.442739168919084e-05,5.38838447004428e-06,24.769678256114616,0.0031288083255858277,21.868397907512556,168.73450207529723,0.003599305038389253,0.07,1.1597906533873912,4.413356165038121,1.1597906533873912,0.028,3448.8716452215394,0.021162817495325417,84.3793059793978,0.026383876644559198,0.05224426547438647,36.747675072370484,372685954.1512638,0.002434542428625648,0.7152171211452599,0.0017412264271076253
BEL,53287.15361438369,11685814.0,0.98153,0.3576976268957179,0.6902337998079515,0.8181818181818182,0.8424242424242425,0.1700950073738132,0.4462501851080438,0.162855700732705,0.000547254789,0.06,0.05,0.8,1.5,1.4539877285506737,49.10435257230508,5.283644423998137e-06,573824330.7503787,61.74368598097937,0.02960536867715259,5541.863975895904,2.8868272647838418,3.877214407782416e-06,1.4064300162157205e-06,43.994256089900404,0.048663207014437194,41.107428825116536,1649.4588792298766,0.0004953862628657733,0.052000000000000005,1.4539877285506737,4.825183413074266,1.4539877285506737,0.0208,32580.991420381302,0.001525260683990828,312.28052089480866,0.020547185993814433,0.04372054886037532,64.99311716859715,759497478.5124329,0.0012196770283307776,0.7555315810584159,0.0009215045135953827
BEN,3435.1716165758994,13352864.0,0.49534,0.6048974177043009,0.3847971666493662,0.5,0.4166666666666667,0.4570694328380306,0.0862783874508708,0.192226818707776,0.200821865179,0.06,0.05,0.8,1.5,0.03876340980878044,2.219307280317447,1.722323176357363e-05,29634108.28828875,229.9794713794788,0.005135052473987795,687.0343233151799,0.1163599759816671,1.1297929385321856e-05,5.9253023782517735e-06,1.909056878068685,0.016997107024265278,1.7926969020870178,150.32726314538755,0.0005774502619973901,0.10000000000000003,0.03876340980878044,0.15379828185438058,0.03876340980878044,0.04,1503.129008319926,0.0023091806309791358,27.862080232459718,0.03972506969097091,0.1153802799300318,3.467666347152535,46303277.130904585,0.0010094594198496044,0.6400002359338364,0.0006460542668693804
BFA,2158.8585157544,22673762.0,0.31877,0.5860386582748977,0.5325130244580834,0.8333333333333334,0.4666666666666667,0.5136741699207948,0.118263411751462,0.2855912927239073,0.312038230194,0.06,0.05,0.8,1.5,0.008906477752889748,0.3570569189173176,6.623467057425804e-06,8095823.599984558,150.17891567491301,0.007521228644658323,431.77170315087994,0.022724977773745103,3.471895041695196e-06,3.151572015730608e-06,0.2778095496414506,0.018984052718386213,0.25508457186770556,131.3733743620726,0.00015689994312687077,0.09999999999999999,0.008906477752889748,0.03256663907916726,0.008906477752889748,0.04000000000000001,840.5556059348991,0.0004194765171707446,17.454108322857973,0.03992437224643747,0.11960548385957757,0.6643878049919439,15064170.96608975,0.00030774958161618003,0.5374224454972455,0.00016539153275292161
